1788016867.505102444	5a:34:92:f7:d6:63	33:33:00:00:00:fb	102	211
1788016867.505516521	5a:34:92:f7:d6:63	33:33:00:00:00:fb	123	212
1788016867.505677910	5a:34:92:f7:d6:63	33:33:00:00:00:fb	139	213
1788016867.505826746	5a:34:92:f7:d6:63	01:00:5e:00:00:fb	82	214
1788016867.506125940	5a:34:92:f7:d6:63	01:00:5e:00:00:fb	103	215
1788016867.506543704	5a:34:92:f7:d6:63	01:00:5e:00:00:fb	119	216
1788016867.506544015	5a:34:92:f7:d6:63	33:33:00:00:00:16	90	217
1788016867.506692540	4a:33:32:d9:f3:69	33:33:00:00:00:02	70	218
1788016867.605475018	5a:34:92:f7:d6:63	33:33:00:00:00:16	90	219
1788016867.605635345	ee:0a:b7:b0:63:f2	01:00:5e:00:00:fb	103	220
1788016867.605964395	ee:0a:b7:b0:63:f2	33:33:00:00:00:fb	123	221
1788016867.606289668	2a:b5:c4:f2:4c:86	01:00:5e:7f:ff:fa	167	222
1788016867.708753908	a2:ab:e9:cd:24:3f	ff:ff:ff:ff:ff:ff	336	223
1788016867.709413670	ee:cb:db:2a:c3:07	01:00:5e:00:00:fb	290	224
1788016867.710247926	c0:74:ad:dc:1e:94	ff:ff:ff:ff:ff:ff	564	225
1788016867.711100626	c0:74:ad:dc:1e:94	ff:ff:ff:ff:ff:ff	564	226
1788016867.711263247	2a:b5:c4:f2:4c:86	01:00:5e:7f:ff:fa	167	227
1788016867.811231172	04:68:74:76:1c:87	33:33:00:00:00:fb	104	228
1788016867.811235981	04:68:74:76:1c:87	33:33:00:00:00:fb	349	229
1788016867.811833538	04:68:74:76:1c:87	33:33:00:00:00:fb	349	230
1788016867.811983787	04:68:74:76:1c:87	33:33:00:00:00:fb	104	231
1788016867.813144738	04:68:74:76:1c:87	33:33:00:00:00:fb	349	232
1788016867.813178831	04:68:74:76:1c:87	33:33:00:00:00:fb	349	233
1788016867.813739349	04:68:74:76:1c:87	01:00:5e:00:00:fb	329	234
1788016867.813901770	04:68:74:76:1c:87	01:00:5e:00:00:fb	84	235
1788016867.814479631	04:68:74:76:1c:87	01:00:5e:00:00:fb	329	236
1788016867.814633035	04:68:74:76:1c:87	01:00:5e:00:00:fb	84	237
